species,circRNA name,Position,Function,Gene,Gene Description,PMID
Homo sapiens,hsa_circ_0092022,chrX:153594675-153599729,Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)],FLNA,filamin A,29137225
Homo sapiens,hsa_circ_0092186,chrY:257435-273067,Gastric cancer [differential expression (gastric adenocarcinoma vs. adjacent normal mucosa tissues)],PPP2R3B,protein phosphatase 2 regulatory subunit B''beta,28639908
Homo sapiens,hsa_circ_0092232,chrY:14821320-14821476,Colorectal cancer [differential expression (chemoradiation-resistant colorectal cancer cells)],USP9Y,"ubiquitin specific peptidase 9, Y-linked",28656150
Homo sapiens,hsa_circ_0092273,chr12:56651185-56651585,Regulation of ANKRD52 expression; positive regulation of Pol II transcription,ANKRD52,ankyrin repeat domain 52,24035497
Homo sapiens,hsa_circ_0092276,chr3:52524247-52524687,Chemotherapeutic resistance in breast cancer [differential expression (MCF-7/Adriamycin vs. MCF-7 cells)],NISCH,nischarin,28803498
Homo sapiens,hsa_circ_0092277,chr3:52028142-52029002,Lung adenocarcinoma [differential expression (patients with lung adenocarcinoma vs. adjacent normal controls)],RPL29,ribosomal protein L29,28685964
Homo sapiens,hsa_circ_0092281,chr9:130884818-130885018,Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)],PTGES2,prostaglandin E synthase 2,29137225
Homo sapiens,hsa_circ_0092285,chr19:50369762-50370182,Cutaneous squamous cell carcinoma [differential expression]; rheumatoid arthritis [differential expression (rheumatoid arthritis patients vs. healthy controls)],PNKP,polynucleotide kinase 3'-phosphatase,27298156;28983619
Homo sapiens,hsa_circ_0092290,chr8:144891235-144891535,Cutaneous squamous cell carcinoma [differential expression],SCRIB,scribbled planar cell polarity protein,27298156
Homo sapiens,hsa_circ_0092293,chr1:46083263-46083463,Cutaneous squamous cell carcinoma [differential expression],NASP,nuclear autoantigenic sperm protein,27298156
Homo sapiens,hsa_circ_0092297,chr2:130914268-130914588,Cutaneous squamous cell carcinoma [differential expression],SMPD4,sphingomyelin phosphodiesterase 4,27298156
Homo sapiens,hsa_circ_0092303,chr19:3620270-3620690,Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)],CACTIN,"cactin, spliceosome C complex subunit",29137225
Homo sapiens,hsa_circ_0092306,chr11:66367407-66367747,Cutaneous squamous cell carcinoma [differential expression],CCS,copper chaperone for superoxide dismutase,27298156
Homo sapiens,hsa_circ_0092313,chr10:81066401-81066641,Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)],ZMIZ1,zinc finger MIZ-type containing 1,29137225
Homo sapiens,hsa_circ_0092314,chr22:20113099-20113439,Pancreatic ductal adenocarcinoma [differential expression (pancreatic ductal adenocarcinoma vs. matched adjacent normal samples)]; hypertension [differential expression (hypertension patients vs. healthy controls)],RANBP1,RAN binding protein 1,27997903;28534714
Homo sapiens,hsa_circ_0092315,chr21:45545508-45545708,Cutaneous squamous cell carcinoma [differential expression],PWP2,"PWP2, small subunit processome component",27298156
Homo sapiens,hsa_circ_0092337,chr16:89628179-89628539,Cutaneous squamous cell carcinoma [differential expression]; pancreatic ductal adenocarcinoma [differential expression (pancreatic ductal adenocarcinoma vs. matched adjacent normal samples)]; hypertension [differential expression (hypertension patients vs. healthy controls)]; human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]; breast cancer [breast cancer patients vs. healthy controls],RPL13,ribosomal protein L13,27298156;27997903;28534714;29045858
Homo sapiens,hsa_circ_0092340,chr1:46079180-46079500,Bladder cancer [differential expression (bladder cancer vs normal tissues)],NASP,nuclear autoantigenic sperm protein,27484176
Homo sapiens,hsa_circ_0092341,chr6:42071996-42072196,Gastric cancer [differential expression (gastric cancer group vs. control group)],C6orf132,chromosome 6 open reading frame 132,28737829
Homo sapiens,hsa_circ_0092342,chr11:8706439-8707219,Bladder cancer [differential expression (bladder cancer vs normal tissues)],RPL27A,ribosomal protein L27a,27484176
Homo sapiens,hsa_circ_0092348,chr4:113568990-113569830,Rheumatoid arthritis [differential expression (rheumatoid arthritis patients vs. healthy controls)]; breast cancer [breast cancer patients vs. healthy controls],LARP7,La ribonucleoprotein domain family member 7,28983619;29045858
Homo sapiens,hsa_circ_0092350,chr9:133491152-133491392,Cutaneous squamous cell carcinoma [differential expression],FUBP3,far upstream element binding protein 3,27298156
Homo sapiens,hsa_circ_0092354,chr9:139270332-139270572,Lung adenocarcinoma [differential expression (patients with lung adenocarcinoma vs. adjacent normal controls)],SNAPC4,small nuclear RNA activating complex polypeptide 4,28685964
Homo sapiens,hsa_circ_0092363,chr12:31241497-31241717,Cutaneous squamous cell carcinoma [differential expression],DDX11,DEAD/H-box helicase 11,27298156
Homo sapiens,hsa_circ_0092364,chr9:135930936-135931156,Ovarian aging [differential expression (human granulosa cells during maternal aging)],GTF3C5,general transcription factor IIIC subunit 5,28644873
Homo sapiens,hsa_circ_0092366,chr5:1255200-1255400,Pre-eclampsia [differential expression (patients with pre-eclampsia vs. control subjects)],TERT,telomerase reverse transcriptase,26846540
Homo sapiens,hsa_circ_0092367,chr15:25325262-25326442,Pancreatic ductal adenocarcinoma [differential expression (pancreatic ductal adenocarcinoma vs. matched adjacent normal samples)]; preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)]; oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],SNRPN,small nuclear ribonucleoprotein polypeptide N,27997903;27606420;28368401
Homo sapiens,hsa_circ_0092509,chr10:104850367-104850753,hsa_circ_0092509 (circNT5C2) acts as an oncogene in osteosarcoma proliferation and metastasis through targeting miR-448,NT5C2,"5'-nucleotidase, cytosolic II",29383123
Homo sapiens,hsa_circ_0093712,chr10:52193235-52226692,Regulation of the function of SGMS1 gene in the brain,SGMS1,sphingomyelin synthase 1,26274505
Homo sapiens,hsa_circ_0093713,chr10:52193235-52279681,Regulation of the function of SGMS1 gene in the brain,SGMS1,sphingomyelin synthase 1,26274505
Homo sapiens,hsa_circ_0096621,chr11:84531422-84531586,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],DLG2,discs large MAGUK scaffold protein 2,28045102
Homo sapiens,hsa_circ_0096650,chr11:85692171-85733512,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],PICALM,phosphatidylinositol binding clathrin assembly protein,28045102
Homo sapiens,hsa_circ_0096651,chr11:85692171-85737409,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],PICALM,phosphatidylinositol binding clathrin assembly protein,28045102
Homo sapiens,hsa_circ_0096666,chr11:85725912-85737409,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],PICALM,phosphatidylinositol binding clathrin assembly protein,28045102
Homo sapiens,hsa_circ_0098964,chr12:64474065-64521504,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],SRGAP1,SLIT-ROBO Rho GTPase activating protein 1,28045102
Homo sapiens,hsa_circ_0102722,chr14:81209418-81304622,hsa_circ_0102722 acts as a sponge of miR-145-5p in promoting the bladder cancer progression via regulating SOX11,CEP128,centrosomal protein 128,30134837
Homo sapiens,hsa_circ_0105716,chr16:65005892-65006750,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],CDH11,cadherin 11,28045102
Homo sapiens,hsa_circ_0108308,chr18:32335939-32374214,Multiple system atrophy [differential expression (multiple system atrophy vs. control brain samples)],DTNA,dystrobrevin alpha,27470294
Homo sapiens,hsa_circ_0109315,chr19:23541231-23545527,"miR-23, miR-296 sponge",ZNF91,zinc finger protein 91,25070500
Homo sapiens,hsa_circ_0113854,chr1:63246096-63270926,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],ATG4C,autophagy related 4C cysteine peptidase,28045102
Homo sapiens,hsa_circ_0116488,chr22:33260901-33327466,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],SYN3,synapsin III,28045102
Homo sapiens,hsa_circ_0117264,chr2:128075204-128081570,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],MAP3K2,mitogen-activated protein kinase kinase kinase 2,28045102
Homo sapiens,hsa_circ_0124644,chr3:76758592-76759779,Coronary artery disease [differential expression (coronary artery disease vs. control groups)]; hsa_circ_0124644 is a diagnostic biomarker of coronary artery disease.,ROBO2,roundabout guidance receptor 2,28045102
Homo sapiens,hsa_circ_0126672,chr4:57062509-57138658,Coronary artery disease [differential expression (coronary artery disease vs. control groups)],KIAA1211,KIAA1211,28045102
Homo sapiens,hsa_circ_0128298,chr5:147210311-147211162,hsa_circ_0128298 may promote proliferation and metastasis and potentially represents a novel diagnostic and prognostic biomarker for hepatocellular carcinoma patients.,SPINK1,"serine peptidase inhibitor, Kazal type 1 ",29849467
Homo sapiens,hsa_circ_0137287,chr8:92301363-92307931,"hsa_circ_0137287 may serve as a novel biomarker for papillary thyroid carcinoma. The expression of hsa_circ_0137287 is correlated with aggressive clinicopathologic characteristics such as extrathyroidal extension, lymph node metastasis, advanced T stage, and larger tumor size.",SLC26A7,solute carrier family 26 member 7,29790216
Homo sapiens,hsa_circ_0137709,chr9:114289547-114296633,Glioblastoma [differential expression (glioblastoma vs. normal tissues)],ZNF483,zinc finger protein 483,26873924
Homo sapiens,hsa_circ_0138960,chr9:74817486-74828907,hsa_circ_0138960 might act as tumor promoters in the pathogenesis of gastric cancer,GDA,guanine deaminase,28980874
Homo sapiens,hsa_circ_0141539,chr1:207200838-207201024,"hsa_circ_0141539 promotes cervical cancer cell proliferation, migration and invasion by competitively binding to miR-518d-5p/519-5p family and modulating the expression of CBX8.",C1orf116,chromosome 1 open reading frame 116 ,30007986
Homo sapiens,hsa_circ_0141940,chr3:123332641-123332832,hsa_circ_0141940 promotes prostate cancer progression through modulating miR-29a expression.,MYLK,myosin light chain kinase ,29798970
Homo sapiens,hsa_circ_0141963,chr3:145838898-145842016,Glioblastoma [differential expression (glioblastoma vs. normal tissues)],PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",26873924
Rattus norvegicus,chr5:90817794-90827570,chr5:90817794-90827570,Endothelial-to-mesenchymal transition related circRNA.,-,-,29521313
Rattus norvegicus,chr6:22033342-22038870,chr6:22033342-22038870,Endothelial-to-mesenchymal transition related circRNA.,-,-,29521313
Rattus norvegicus,chr8:71336875-71337745,chr8:71336875-71337745,Endothelial-to-mesenchymal transition related circRNA.,-,-,29521313
Rattus norvegicus,circRNA.2837,chr20:27278618-27279990,"circRNA.2837 regulated autophagy in neurons in vitro and in vivo, and downregulation of circRNA.2837 alleviated sciatic nerve injury via inducing autophagy in vivo. Mechanistically, knockdown of circRNA.2837 may protect neurons against neurological injury by acting as a sponge for members of miR-34 family.",Slc25a16,solute carrier family 25 member 16,30098504
Rattus norvegicus,circZNF609,-,circZNF609 regulates retinal neurodegeneration by acting as miR-615 sponge.,ZNF609,zinc finger protein 609,29930739
Rattus norvegicus,hsa_circRNA_102043,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],Acaca,acetyl-CoA carboxylase alpha,29706607
Rattus norvegicus,mmu_circRNA_24828,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],Tssc1,EARP complex and GARP complex interacting protein 1,29706607
Rattus norvegicus,mmu_circRNA_31794,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],Camk2a,calcium/calmodulin-dependent protein kinase II alpha,29706607
Rattus norvegicus,mmu_circRNA_32007,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],RGD1308601,similar to hypothetical protein,29706607
Rattus norvegicus,mmu_circRNA_33592,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],Acvr1,activin A receptor type 1,29706607
Rattus norvegicus,mmu_circRNA_36813,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],Rad23b,"RAD23 homolog B, nucleotide excision repair protein",29706607
Rattus norvegicus,mmu_circRNA_36814,-,Alzheimer's disease [differential expression (Alzheimer's disease rat hippocampus vs. sham controls)],Rad23b,"RAD23 homolog B, nucleotide excision repair protein",29706607
Rattus norvegicus,rat_circ_1002,chr2:70800454-70801424,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Hmgcs1,3-hydroxy-3-methylglutaryl-CoA synthase 1,28086788
Rattus norvegicus,rat_circ_103,chr5:94875876-94885653,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Kdm4c,lysine demethylase 4C,28086788
Rattus norvegicus,rat_circ_1038,chr4:22217103-22316124,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Abcb1a,ATP binding cassette subfamily B member 1A,28086788
Rattus norvegicus,rat_circ_1041,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Elmsan1,ELM2 and Myb/SANT domain containing 1,28086788
Rattus norvegicus,rat_circ_1072,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cpamd8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",28086788
Rattus norvegicus,rat_circ_1080,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1087,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cpamd8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",28086788
Rattus norvegicus,rat_circ_111,chr5:69177084-69186347,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Acnat2,acyl-coenzyme A amino acid N-acyltransferase 2,28086788
Rattus norvegicus,rat_circ_1123,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cpne8,copine 8,28086788
Rattus norvegicus,rat_circ_1154,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Zranb1,zinc finger RANBP2-type containing 1,28086788
Rattus norvegicus,rat_circ_1155,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tmem2,transmembrane protein 2,28086788
Rattus norvegicus,rat_circ_1169,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Fgb,fibrinogen beta chain,28086788
Rattus norvegicus,rat_circ_1186,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Edem1,ER degradation enhancing alpha-mannosidase like protein 1,28086788
Rattus norvegicus,rat_circ_1188,chr6:7000547-7004607,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Haao,"3-hydroxyanthranilate 3,4-dioxygenase",28086788
Rattus norvegicus,rat_circ_1198,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Rps6kc1,ribosomal protein S6 kinase C1,28086788
Rattus norvegicus,rat_circ_1201,chr17:29224988-29231646,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Dsp,desmoplakin,28086788
Rattus norvegicus,rat_circ_1214,chr13:76301665-76302086,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Glul,glutamate-ammonia ligase,28086788
Rattus norvegicus,rat_circ_1237,chr16:6976766-6986171,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Nek4,NIMA-related kinase 4,28086788
Rattus norvegicus,rat_circ_1289,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Gstm3,glutathione S-transferase mu 3,28086788
Rattus norvegicus,rat_circ_1298,chr19:68025011-68025220,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1303,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Nox4,NADPH oxidase 4,28086788
Rattus norvegicus,rat_circ_1306,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Pik3c2g,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma",28086788
Rattus norvegicus,rat_circ_1308,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],AABR06008998.1,-,28086788
Rattus norvegicus,rat_circ_1331,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Sh3gl3,"SH3 domain containing GRB2 like 3, endophilin A3",28086788
Rattus norvegicus,rat_circ_1335,chr7:71241882-71249527,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100365958,Rdh2 protein-like,28086788
Rattus norvegicus,rat_circ_1338,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Zyx,zyxin,28086788
Rattus norvegicus,rat_circ_1347,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1351,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tmem2,transmembrane protein 2,28086788
Rattus norvegicus,rat_circ_1357,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Dusp16,dual specificity phosphatase 16,28086788
Rattus norvegicus,rat_circ_1366,chr9:19470070-19472618,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tnfrsf21,TNF receptor superfamily member 21,28086788
Rattus norvegicus,rat_circ_137,chr5:40693868-40700209,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Coq3,coenzyme Q3 methyltransferase,28086788
Rattus norvegicus,rat_circ_1383,chr4:58123279-58176428,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1396,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tf,transferrin,28086788
Rattus norvegicus,rat_circ_1417,chr14:19089017-19090111,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Alb,albumin,28086788
Rattus norvegicus,rat_circ_1452,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Pzp,pregnancy-zone protein,28086788
Rattus norvegicus,rat_circ_1461,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100361547,"Cytochrome P450, family 2, subfamily c, polypeptide 7-like",28086788
Rattus norvegicus,rat_circ_1495,chr14:6006250-6063786,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Abcg3l3,"ATP-binding cassette, subfamily G (WHITE), member 3-like 3",28086788
Rattus norvegicus,rat_circ_15,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Got1,glutamic-oxaloacetic transaminase 1,28086788
Rattus norvegicus,rat_circ_1515,chr6:2211042-2246703,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Rmdn2,regulator of microtubule dynamics 2,28086788
Rattus norvegicus,rat_circ_1522,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Pcca,propionyl-CoA carboxylase alpha subunit,28086788
Rattus norvegicus,rat_circ_1534,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100361547,"Cytochrome P450, family 2, subfamily c, polypeptide 7-like",28086788
Rattus norvegicus,rat_circ_154,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp2d1,"cytochrome P450, family 2, subfamily d, polypeptide 1",28086788
Rattus norvegicus,rat_circ_1543,chr7:52746913-52747321,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1557,chr19:68029096-68031777,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Agt,angiotensinogen,28086788
Rattus norvegicus,rat_circ_1586,chr17:73874862-73876343,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Itih2,inter-alpha-trypsin inhibitor heavy chain 2,28086788
Rattus norvegicus,rat_circ_1587,chr7:26533689-26534443,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Aldh1l2,"aldehyde dehydrogenase 1 family, member L2",28086788
Rattus norvegicus,rat_circ_1601,chr4:67106884-67107979,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Dennd2a,DENN domain containing 2A,28086788
Rattus norvegicus,rat_circ_1618,chr4:8229552-8245116,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Kmt2e,lysine methyltransferase 2E,28086788
Rattus norvegicus,rat_circ_1620,chr14:20194964-20195099,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Gc,"GC, vitamin D binding protein",28086788
Rattus norvegicus,rat_circ_163,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100361547,"Cytochrome P450, family 2, subfamily c, polypeptide 7-like",28086788
Rattus norvegicus,rat_circ_1635,chr9:18682825-18683010,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp39a1,"cytochrome P450, family 39, subfamily a, polypeptide 1",28086788
Rattus norvegicus,rat_circ_1644,chr9:46654416-46655607,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1652,chr6:60608268-60630972,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Grhl1,grainyhead-like transcription factor 1,28086788
Rattus norvegicus,rat_circ_1664,chr9:16684306-16684732,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slc29a1,solute carrier family 29 member 1,28086788
Rattus norvegicus,rat_circ_1670,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Gas2,growth arrest-specific 2,28086788
Rattus norvegicus,rat_circ_1678,chr10:46331382-46334129,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Srebf1,sterol regulatory element binding transcription factor 1,28086788
Rattus norvegicus,rat_circ_1692,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1699,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Plin2,perilipin 2,28086788
Rattus norvegicus,rat_circ_17,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Rmnd5a,required for meiotic nuclear division 5 homolog A,28086788
Rattus norvegicus,rat_circ_1708,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Mpdz,multiple PDZ domain crumbs cell polarity complex component,28086788
Rattus norvegicus,rat_circ_1737,chr20:6757546-6854346,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],RT1-CE7,"RT1 class I, locus CE7",28086788
Rattus norvegicus,rat_circ_1749,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1778,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Rassf1,Ras association domain family member 1,28086788
Rattus norvegicus,rat_circ_178,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Nox4,NADPH oxidase 4,28086788
Rattus norvegicus,rat_circ_1787,chr1:42795728-42873142,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Esr1,estrogen receptor 1,28086788
Rattus norvegicus,rat_circ_1788,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Spsb4,splA/ryanodine receptor domain and SOCS box containing 4,28086788
Rattus norvegicus,rat_circ_1813,chr6:6609479-6611468,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Eml4,echinoderm microtubule associated protein like 4,28086788
Rattus norvegicus,rat_circ_182,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cpamd8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",28086788
Rattus norvegicus,rat_circ_1828,chr5:26581677-26583491,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Chd7,chromodomain helicase DNA binding protein 7,28086788
Rattus norvegicus,rat_circ_1839,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Zfyve1,zinc finger FYVE-type containing 1,28086788
Rattus norvegicus,rat_circ_1866,chr18:51079299-51083938,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],3-Mar,membrane associated ring-CH-type finger 3,28086788
Rattus norvegicus,rat_circ_1889,chr9:8733122-8733401,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],C3,complement C3,28086788
Rattus norvegicus,rat_circ_1891,chr4:58225234-58241357,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)]; liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,27476877;28086788
Rattus norvegicus,rat_circ_1900,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Alpk1,alpha-kinase 1,28086788
Rattus norvegicus,rat_circ_1933,chr12:12819337-12819740,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1967,chr11:84471858-84523269,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Kng2,kininogen 2,28086788
Rattus norvegicus,rat_circ_1975,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_1984,chr19:52499784-52539491,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tat,tyrosine aminotransferase,28086788
Rattus norvegicus,rat_circ_1988,chr15:41415018-41424484,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cryl1,"crystallin, lambda 1",28086788
Rattus norvegicus,rat_circ_2004,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Insc,"INSC, spindle orientation adaptor protein",28086788
Rattus norvegicus,rat_circ_2006,chr7:71244130-71244378,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100365958,Rdh2 protein-like,28086788
Rattus norvegicus,rat_circ_2008,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Rpl3,ribosomal protein L3,28086788
Rattus norvegicus,rat_circ_2072,chr13:75668567-75668872,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Lamc1,laminin subunit gamma 1,28086788
Rattus norvegicus,rat_circ_2077,chr9:78687014-78738233,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Fn1,fibronectin 1,28086788
Rattus norvegicus,rat_circ_2096,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Fga,fibrinogen alpha chain,28086788
Rattus norvegicus,rat_circ_2099,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Ptpn1,"protein tyrosine phosphatase, non-receptor type 1",28086788
Rattus norvegicus,rat_circ_2111,chr7:71231870-71238264,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100365958,Rdh2 protein-like,28086788
Rattus norvegicus,rat_circ_2122,chr7:71231870-71277919,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100365958,Rdh2 protein-like,28086788
Rattus norvegicus,rat_circ_2141,chr15:58215723-58252327,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Fndc3a,fibronectin type III domain containing 3a,28086788
Rattus norvegicus,rat_circ_2175,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Pcsk5,proprotein convertase subtilisin/kexin type 5,28086788
Rattus norvegicus,rat_circ_2176,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slco1b2,"solute carrier organic anion transporter family, member 1B2",28086788
Rattus norvegicus,rat_circ_218,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tcaim,"T cell activation inhibitor, mitochondrial",28086788
Rattus norvegicus,rat_circ_2220,chr9:87639982-87648341,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_2224,chr19:11277619-11278054,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Mt1,metallothionein 1,28086788
Rattus norvegicus,rat_circ_2244,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp2d5,"cytochrome P450, family 2, subfamily d, polypeptide 5",28086788
Rattus norvegicus,rat_circ_2248,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Serpina3n,"serine (or cysteine) peptidase inhibitor, clade A, member 3N",28086788
Rattus norvegicus,rat_circ_2265,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp2c12,"cytochrome P450, family 2, subfamily c, polypeptide 12",28086788
Rattus norvegicus,rat_circ_2270,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slco1b2,"solute carrier organic anion transporter family, member 1B2",28086788
Rattus norvegicus,rat_circ_2297,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Plin2,perilipin 2,28086788
