Species,circRNA name,circAltas ID,Uniform ID,Strand,Host gene,Disease_Name,Expression Pattern,PMID,miRNA
human,hsa_circ_0002111,hsa-PSD3_0019,"circPSD3(5,6,7,8,9).1",-,PSD3,Papillary thyroid carcinoma,Upregulated,28288173,"hsa-miR-450b-5p, hsa-miR-205-3p, hsa-miR-103a-2-5p, hsa-miR-95-5p, hsa-miR-329-5p"
human,hsa_circ_0004458,hsa-PSD3_0018,"circPSD3(5,6,7,8).1",-,PSD3,Gastric cancer,Downregulated,28288173,unknown
human,hsa_circRNA_104566,hsa-PSD3_0018,"circPSD3(5,6,7,8).1",-,PSD3,Papillary thyroid carcinoma,Upregulated,28288173,unknown
human,hsa_circ_0083682,unknown,unknown,+,NEFM,Glioblastoma,Downregulated,29967262,unknown
human,hsa_circRNA_002131,hsa-BNIP3L_0001,"circBNIP3L(2,3,4,5).1",+,BNIP3L,Lung cancer,Downregulated,29636867,"hsa-miR-136-5p, hsa-miR-627-3p, hsa-miR-942-5p, hsa-miR-6500-5p, hsa-miR-5003-3p"
human,circELP3,hsa-ELP3_0006,"circELP3(11,12,13,14).1",unknown,ELP3,Bladder cancer,Upregulated,30745833,unknown
human,hsa_circ_0001785/hsa_circ_001447,hsa-ELP3_0006,"circELP3(11,12,13,14).1",+,ELP3,Breast cancer,Upregulated,29045858,"hsa-miR-591,hsa-miR-7-5p,hsa-miR-660-5p,hsa-miR-144-5p,hsa-miR-452-3p"
human,hsa_circ_0001785/hsa_circ_001447,hsa-ELP3_0006,"circELP3(11,12,13,14).1",+,ELP3,Osteosarcoma,Upregulated,31116090,unknown
human,hsa_circ_0006539,hsa-RBPMS_0002,"circRBPMS(2,3,4,5).1",+,RBPMS,Bladder cancer,Upregulated,33614236,unknown
human,hsa_circ_0083920,unknown,unknown,+,UNC5D,Uterine leiomyoma,Upregulated,32976932,unknown
human,hsa_circ_0005630,hsa-RAB11FIP1_0001,"circRAB11FIP1(2,5).1",-,RAB11FIP1,Ovarian cancer,Upregulated,33637694,unknown
human,hsa_circ_0136474,hsa-ASH2L_0040,circASH2L(9L).1,+,ASH2L,Osteoarthritis,Downregulated,31402547,unknown
human,hsa_circ_0083964,hsa-ASH2L_0002,"circASH2L(11,12).1",+,ASH2L,Rheumatoid arthritis,Upregulated,28983619,unknown
human,hsa_circ_0084003,unknown,unknown,-,FGFR1,Non-small cell lung cancer,Upregulated,31815619,unknown
human,hsa_circ_0008016,hsa-FGFR1_0001,circFGFR1(3).1,-,FGFR1,Papillary thyroid carcinoma,Upregulated,28983619,"hsa-miR-412-3p, hsa-miR-363-5p, hsa-miR-608, hsa-miR-564, hsa-miR-196b-3p"
human,hsa_circ_0008016,hsa-FGFR1_0001,circFGFR1(3).1,-,FGFR1,Ovarian endometriosis,Upregulated,31144476,unknown
human,hsa_circ_0084021,hsa-PLEKHA2_0003,"circPLEKHA2(4,5).1",+,PLEKHA2,Colorectal cancer,Downregulated,28656150,unknown
human,hsa_circRNA_104597,hsa-PLEKHA2_0003,"circPLEKHA2(4,5).1",unknown,PLEKHA2,Schizophrenia,Downregulated,30781971,unknown
human,hsa_circ_001197,hsa-ADAM9_0006,"circADAM9(8,9).1",+,ADAM9,Breast cancer,unknown,28933584,unknown
human,hsa_circ_0084097,unknown,unknown,-,PLAT,Gastrointestinal stromal tumour,Upregulated,31552107,unknown
human,hsa_circ_0005927,hsa-VDAC3_0002,"circVDAC3(7,L8).1",+,VDAC3,Colorectal cancer,Upregulated,33312376,unknown
human,hsa_circ_0005927,hsa-VDAC3_0002,"circVDAC3(7,L8).1",+,VDAC3,Gastric cancer,Downregulated,28737829,unknown
human,hsa_circ_0001795,hsa-SLC20A2_0016,"circSLC20A2(3,4,L5).1",unknown,SLC20A2,Postmenopausal osteoporosis,Downregulated,33200464,unknown
human,hsa_circ_0084171,hsa-FNTA_0001,"circFNTA(2,3,5,6).1",+,FNTA,Bladder cancer,Upregulated,32052578,unknown
human,hsa_circ_0084188,hsa-SPIDR_0019,"circSPIDR(2,3,4,5).1",+,KIAA0146,Colorectal cancer,Upregulated,31738400,unknown
human,hsa_circ_0136666,hsa-PRKDC_0040,"circPRKDC(68,69,70).1",-,PRKDC,Colorectal cancer,Upregulated,33364834,miR-383
human,hsa_circ_0136666,hsa-PRKDC_0040,"circPRKDC(68,69,70).1",-,PRKDC,Osteosarcoma,Upregulated,32424109,unknown
human,hsa_circ_0084353,hsa-PRKDC_0110,"circPRKDC(44L,45,49).1",-,PRKDC,Colorectal cancer,Upregulated,28288173,"hsa-miR-1264,hsa-miR-490-3p,hsa-miR-619-3p,hsa-miR-23a-3p,hsa-miR-23b-3p"
human,hsa_circ_0084443,hsa-PRKDC_0021,"circPRKDC(18,19,20,21).1",-,PRKDC,Diabetic foot ulcer,Upregulated,32117579,unknown
human,hsa_circ_0001801,hsa-PCMTD1_0002,circPCMTD1(2).1,-,PCMTD1,Glioblastoma,Upregulated,31179240,unknown
human,hsa_circ_0001801,hsa-PCMTD1_0002,circPCMTD1(2).1,-,PCMTD1,Ovarian cancer,Downregulated,31026505,unknown
human,hsa_circ_0006022,hsa-LYN_0004,"circLYN(5,6,7,8).1",+,LYN,Gastric cancer,Upregulated,28639908,unknown
human,hsa_circ_0003183,hsa-RAB2A_0002,"circRAB2A(4,5,6).1",+,RAB2A,Breast cancer,unknown,28803498,unknown
human,hsa_circ_0084606,hsa-AC090094_0007,"circASPH(4,5,6,7,8,9,10,11,12,13,14).1",-,ASPH,Gastric cancer,Upregulated,28544609,miR-130a-3p
human,hsa_circ_0084615,hsa-AC090094_0001,"circASPH(2,3).1",-,ASPH,Thoracic aortic dissection,Upregulated,29137225,unknown
human,hsa_circ_0084663,hsa-CSPP1_0012,"circCSPP1(6,7).1",+,CSPP1,Hepatocellular carcinoma,Downregulated,32226514,unknown
human,hsa_circ_0136959,hsa-CSPP1_0091,circCSPP1(L15).1,+,CSPP1,Cervical cancer,Upregulated,32046405,unknown
human,hsa_circ_0001806,hsa-CSPP1_0077,"circCSPP1(9,10,11,12,13).1",+,CSPP1,Ovarian cancer,Upregulated,30965236,unknown
human,hsa_circ_0001806,hsa-CSPP1_0077,"circCSPP1(9,10,11,12,13).1",+,CSPP1,Colorectal cancer,Upregulated,33663510,unknown
human,hsa_circ_0001806,hsa-CSPP1_0077,"circCSPP1(9,10,11,12,13).1",+,CSPP1,Hepatocellular carcinoma,Upregulated,31293639,unknown
human,hsa_circ_0001806,hsa-CSPP1_0077,"circCSPP1(9,10,11,12,13).1",unknown,CSPP1,Non-small cell lung cancer,Upregulated,33854376,unknown
human,hsa_circ_0142527,hsa-PREX2_0008,"circPREX2(4,5,6,7).1",+,PREX2,Colorectal cancer,Downregulated,31169949,unknown
human,hsa_circ_0084720,hsa-SULF1_0010,"circSULF1(4,5L).1",+,SULF1,Gastric cancer,Upregulated,28831102,unknown
human,hsa_circ_0137084,hsa-EYA1_0002,"circEYA1(4,5,6,7S,10,11).1",-,EYA1,Cervical cancer,Upregulated,33312754,unknown
human,hsa_circ_0002503,hsa-MSC-AS1_0001,"circTRPA1(S12,L14).1",unknown,LOC100132891,Ovarian endometriosis,Upregulated,29490568,unknown
human,hsa_circ_0006282,unknown,unknown,-,TCEB1,Gastric cancer,Upregulated,32099403,unknown
human,chr8:79343654-79372364,unknown,unknown,-,Smad1,Intestinal injury and repair,unknown,unknown,unknown
human,hsa_circ_0006057,hsa-PAG1_0002,"circPAG1(2,3).1",-,PAG1,Diabetic cataract,Downregulated,31153886,miR-204-5p
human,hsa_circ_0084043,unknown,unknown,unknown,unknown,Malignant melanoma,unknown,29777697,unknown
human,hsa_circ_0084859,hsa-MMP16_0004,"circMMP16(4,5,6).1",-,MMP16,Uterine leiomyoma,Upregulated,32976932,unknown
human,hsa_circ_0137287,hsa-SLC26A7_0009,"circSLC26A7(3,4).1",+,SLC26A7,Papillary thyroid carcinoma,Downregulated,29790216,unknown
human,hsa_circ_0084922,hsa-KIAA1429_0034,"circVIRMA(3,4,5).1",-,KIAA1429,Hepatocellular carcinoma,Upregulated,32653519,unknown
human,hsa_circ_0006896,hsa-KIAA1429_0032,"circVIRMA(L3,4).1",-,KIAA1429,Atherosclerosis,Upregulated,33649864,unknown
human,hsa_circ_0084927,hsa-ESRP1_0003,"circESRP1(RI,7,8,9).1",+,ESRP1,Cervical cancer,Upregulated&nbsp;,33061617,unknown
human,hsa_circ_0084927,hsa-ESRP1_0003,"circESRP1(RI,7,8,9).1",+,ESRP1,Acne,Downregulated,29573483,unknown
human,hsa_circ_0084927,hsa-ESRP1_0003,"circESRP1(RI,7,8,9).1",+,ESRP1,Cervical cancer,Upregulated&nbsp;,33061631,unknown
human,hsa_circ_0084927,hsa-ESRP1_0003,"circESRP1(RI,7,8,9).1",+,ESRP1,Small cell lung cancer,Downregulated,31728016,unknown
human,hsa_circ_0137439,hsa-MTDH_0023,"circMTDH(2,6L).1",+,MTDH,Bladder cancer,Upregulated,31777254,unknown
human,hsa_circ_0003214,hsa-LAPTM4B_0001,"circLAPTM4B(2,3,4,5,6).1",+,LAPTM4B,Hypopharyngeal carcinoma,Upregulated,30365065,unknown
human,hsa_circ_0085013,hsa-LAPTM4B_0003,circLAPTM4B(3L).1,+,LAPTM4B,Pterygium,Upregulated,29949792,unknown
human,hsa_circ_0085019,unknown,unknown,+,LAPTM4B,Pterygium,Upregulated,29949792,unknown
human,hsa_circ_0085020,unknown,unknown,+,LAPTM4B,Pterygium,Upregulated,29949792,unknown
human,hsa_circRNA_104804,unknown,unknown,-,UBQLN1,Gastric cancer,Upregulated,29928369,unknown
human,hsa_circRNA_007850,unknown,unknown,unknown,unknown,Hepatic steatosis,Upregulated,28717649,unknown
human,hsa_circ_407176,unknown,unknown,+,ZCCHC7,Primary biliary cirrhosis,Downregulated,29183005,unknown
human,hsa_circ_0087784,unknown,unknown,+,RNF20,Breast cancer,Upregulated,32094325,unknown
human,hsa_circ_0137606,hsa-NIPSNAP3A_0001,"circNIPSNAP3A(2,3,4,5).1",+,NIPSNAP3A,Bladder cancer,Downregulated,31545480,unknown
human,hsa_circ_0001879,hsa-NIPSNAP3B_0008,circNIPSNAP3B(L5).1,+,NIPSNAP3A,Coronary artery disease,Upregulated,31103880,unknown
human,hsa_circ_0006174,hsa-RAD23B_0013,"circRAD23B(3,4).1",+,RAD23B,Colorectal cancer,Upregulated,33628056,unknown
human,hsa_circ_0087862,hsa-RAD23B_0011,"circRAD23B(4,5,6).1",+,RAD23B,Colorectal cancer,Downregulated,28656150,unknown
human,hsa_circ_0087862,hsa-RAD23B_0011,"circRAD23B(4,5,6).1",+,RAD23B,Demyelinating disease,Upregulated,31611906,unknown
human,hsa_circ_0087862,hsa-RAD23B_0011,"circRAD23B(4,5,6).1",unknown,RAD23B,Esophageal cancer,Upregulated,31208717,unknown
human,hsa_circ_0087862,hsa-RAD23B_0011,"circRAD23B(4,5,6).1",+,RAD23B,Lung cancer,Upregulated,29636867,"hsa-miR-138-5p, hsa-miR-325, hsa-miR-593-3p, hsa-miR-512-3p, hsa-miR-766-5p"
human,hsa_circRNA_20118,hsa-C9orf84_0005,circSHOC1(I026).1,+,C9orf84,Rheumatic heart disease,Upregulated,30587718,unknown
human,hsa_circ_0003611,hsa-LPAR1_0005,"circLPAR1(3,L4).2",-,LPAR1,Alzheimer's disease,Upregulated,32315771,unknown
human,hsa_circ_0087960,hsa-LPAR1_0003,"circLPAR1(3,4).1",-,LPAR1,Bladder cancer,Downregulated,30867795,miR-762
human,hsa_circ_0008043,hsa-AL135787_0006,"circPTGR1(5,6,7,8,9).1",-,PTGR1,Hepatocellular carcinoma,Upregulated,30630697,unknown
human,hsa_circ_0088030,hsa-AL135787_0001,"circPTGR1(5,6,7,8S).1",-,PTGR1,Hepatocellular carcinoma,Upregulated,30630697,unknown
human,hsa_circ_0003731,hsa-AL135787_0002,"circPTGR1(5,6,7).1",-,PTGR1,Hepatocellular carcinoma,Upregulated,30630697,unknown
human,hsa_circ_104871,hsa-SUSD1_0039,"circSUSD1(11,12).1",-,SUSD1,Rheumatoid arthritis,Upregulated,28618429,unknown
human,hsa_circ_0088088,hsa-HSDL2_0003,"circHSDL2(2,3L,4).1",+,HSDL2,Breast cancer,Upregulated,31920098,unknown
human,hsa_circ_0088196,hsa-TNC_0023,"circTNC(15,16,17,18,19,20).1",-,TNC,Preeclampsia,Upregulated,30833538,unknown
human,hsa_circ_0002052,hsa-PAPPA_0005,"circPAPPA(3,4,7).1",+,PAPPA,Osteosarcoma,Downregulated,29852168,"miR-1205,miR-382"
human,hsa_circ_0008792,hsa-PAPPA_0017,"circPAPPA(3,4,8,9).1",+,PAPPA,Oral squamous cell carcinoma,Downregulated,29991057,unknown
human,hsa_circ_0088227,hsa-PAPPA_0016,circPAPPA(7).1,+,PAPPA,Preeclampsia,Downregulated,30458645,unknown
human,hsa_circ_0088233,unknown,unknown,+,PAPPA,Prostate cancer,Upregulated,33195183,unknown
human,hsa_circ_0137814,hsa-C5_0005,"circC5(27,28).1",-,C5,Chronic hepatitis B,Downregulated,29888838,unknown
human,hsa_circ_0088344,unknown,unknown,-,STOM,Pterygium,Downregulated,29949792,unknown
human,hsa_circ_0088364,unknown,unknown,+,MRRF,Hepatocellular carcinoma,Upregulated,31506425,unknown
human,hsa_circ_0088422,hsa-STRBP_0030,"circSTRBP(3,6,7).1",-,STRBP,Osteoporosis,Downregulated,31235259,unknown
human,hsa_circ_0088452,unknown,unknown,-,DENND1A,Active pulmonary tuberculosis,Downregulated,28846924,"miR-877-3p,miR-876-5p,miR-181b-2-3p,miR-181b-3p,miR-627-3p"
human,hsa_circ_0088442,unknown,unknown,-,DENND1A,Laryngeal cancer,Downregulated,27158380,unknown
human,hsa_circ_0088483,unknown,unknown,+,NEK6,Thyroid cancer,Upregulated,30207869,unknown
human,hsa_circRNA_104916,hsa-NEK6_0001,"circNEK6(2,3,4,5,6,7).1",+,NEK6,Gastric cancer,unknown,28206972,unknown
human,hsa_circRNA_104916,hsa-NEK6_0001,"circNEK6(2,3,4,5,6,7).1",unknown,unknown,Colorectal cancer,Downregulated,30844715,unknown
human,hsa_circ_0088708,hsa-ST6GALNAC6_0001,circST6GALNAC6(5).1,-,ST6GALNAC6,Bladder cancer,Downregulated,33568625,unknown
human,hsa_circ_0005931,hsa-SLC25A25_0003,"circSLC25A25(2,3,10).1",+,SLC25A25,Hepatoblastoma,Upregulated,29414822,unknown
human,hsa_circ_0088732,unknown,unknown,+,LCN2,Glioblastoma,Upregulated,32154171,unknown
human,hsa_circ_0088732,unknown,unknown,+,LCN2,Intervertebral disc degeneration,Downregulated,31056633,"miR-1343-5p, miR-939-5p, miR-6825-5p, miR-3151-5p, miR-3175"
human,hsa_circ_0089105,hsa-ASS1_0001,"circASS1(9,10,11).1",+,ASS1,Breast cancer,Downregulated,30657346,unknown
human,hsa_circ_0089153,hsa-NUP214_0014,"circNUP214(9,10,11,12,13,14).1",+,NUP214,Ameloblastoma,Upregulated,33523578,unknown
human,hsa_circ_0089172,hsa-NUP214_0003,"circNUP214(22,23,24).1",+,NUP214,Hashimoto's thyroiditis,Upregulated,31207490,unknown
human,hsa_circ_0001895/hsa_circ_000760,hsa-PRRC2B_0010,"circPRRC2B(L2,3).1",+,PRRC2B,Gastric cancer,Downregulated,28443463,unknown
human,hsa_circ_0089231,unknown,unknown,+,PRRC2B,Cervical cancer,Upregulated,29156822,unknown
human,hsa_circ_0001897/hsa_circ_000994,hsa-POMT1_0006,"circPOMT1(RI,3,4).1",+,POMT1,Gastric cancer,Downregulated,28443463,unknown
human,hsa_circ_0001897/hsa_circ_000994,hsa-POMT1_0006,"circPOMT1(RI,3,4).1",+,POMT1,Proliferative diabetic retinopathy,Upregulated,31749049,unknown
human,circRNA9227,hsa-COL5A1_0001,"circCOL5A1(2,3,4).1",+,COL5A1,Esophageal cancer,Downregulated,29218114,unknown
human,hsa_circ_0089310,hsa-GTF3C5_0001,"circGTF3C5(2,3).1",+,GTF3C5,Major depressive disorder,Downregulated,27404501,"miR-765,miR-495-3p,miR-665,miR-193b-5p,miR-124-5p"
human,circADAMTS13,hsa-ADAMTS13_0001,"circADAMTS13(13,14).1",unknown,ADAMTS13,Hepatocellular carcinoma,Downregulated,30537115,unknown
human,hsa_circ_0089378,unknown,unknown,-,VAV2,Coronary artery disease,Upregulated,28947970,unknown
human,hsa_circ_0004520,hsa-VAV2_0009,circVAV2(L2).1,-,VAV2,Acute myeloid leukemia,Upregulated,30558617,unknown
human,hsa_circ_0007482,hsa-COL5A1_0001,"circCOL5A1(2,3,4).1",+,COL5A1,Keloid,Upregulated,31612410,unknown
human,hsa_circ_0007482,hsa-COL5A1_0001,"circCOL5A1(2,3,4).1",+,COL5A1,Pterygium,Upregulated,33790949,unknown
human,hsa_circ_0001900,hsa-CAMSAP1_0001,"circCAMSAP1(2,3).1",-,CAMSAP1,Colorectal cancer,Upregulated,31951832,unknown
human,hsa_circ_0089548,unknown,unknown,-,NOTCH1,Gastric cancer,Upregulated,28639908,unknown
human,hsa_circ_0089552,unknown,unknown,-,NOTCH1,Non-small cell lung cancer,Upregulated&nbsp;,33237585,unknown
human,hsa_circ_0006502/hsa_circRNA_104964,hsa-DPH7_0001,"circDPH7(6,7,8).1",-,DPH7,Active pulmonary tuberculosis,unknown,29448254,unknown
human,hsa_circ_0086375,hsa-NFIB_0002,"circNFIB(4,5,6).1",-,NFIB,Pancreatic cancer,Downregulated,32366257,unknown
human,hsa_circ_0086376,hsa-NFIB_0001,"circNFIB(3,4,5,6).1",-,NFIB,Colorectal cancer,Downregulated,29573483,unknown
human,hsa_circ_0086376,hsa-NFIB_0001,"circNFIB(3,4,5,6).1",-,NFIB,Acne,Downregulated,29573483,unknown
human,hsa_circ_0086414,hsa-BNC2_0001,circBNC2(6S).1,-,BNC2,Lung cancer,Downregulated,30777071,unknown
human,hsa_circ_0086414,hsa-BNC2_0001,circBNC2(6S).1,-,BNC2,Oral squamous cell carcinoma,Downregulated,31933490,unknown
human,hsa_circ_0008732/hsa_circRNA_104738,hsa-BNC2_0015,"circBNC2(2,3).1",-,BNC2,Basal cell carcinoma,Upregulated,27097056,unknown
human,hsa_circ_0008732/hsa_circRNA_104738,hsa-BNC2_0015,"circBNC2(2,3).1",-,BNC2,Ovarian cancer,Downregulated,30272264,unknown
human,hsa_circ_0086419/hsa_circRNA_104739,unknown,unknown,-,BNC2,Basal cell carcinoma,Upregulated,27097056,unknown
human,hsa_circ_0086458,hsa-PLIN2_0024,"circPLIN2(2,3).1",-,PLIN2,Renal cell carcinoma,Downregulated,31497210,unknown
human,hsa_circ_0008574,hsa-CDKN2B-AS1_0001,circ(chr9).753,+,CDKN2B-AS1,Atherosclerosis,Downregulated,27539542,"miR-4659a/b,miR-3184-3p,miR-5571-5p"
human,hsa_circ_0007850,hsa-PUM3_0022,"circPUM3(14,17,S18).1",-,KIAA0020,Hepatic steatosis,unknown,unknown,unknown
human,hsa_circ_0003575,hsa-CHMP5_0007,"circCHMP5(5,L6,7).1",+,CHMP5,Atherosclerosis,Upregulated,28946214,unknown
human,hsa_circ_0086241,hsa-RFX3_0022,circRFX3(4).1,-,RFX3,Breast cancer,Upregulated,28803498,unknown
human,hsa_circ_0008344,hsa-UBAP2_0018,"circUBAP2(16,17).1",-,UBAP2,Glioblastoma,Upregulated/Downregu,29687495,unknown
human,hsa_circ_0001846,hsa-UBAP2_0054,"circUBAP2(11,12,13,14).1",-,UBAP2,Triple negative breast cancer,Upregulated,30314706,unknown
human,hsa_circ_0001846,hsa-UBAP2_0054,"circUBAP2(11,12,13,14).1",-,UBAP2,Cervical cancer,Upregulated,32760224,unknown
human,hsa_circ_0003496,hsa-UBAP2_0014,"circUBAP2(12,13).1",-,UBAP2,Osteosarcoma,Upregulated,32982419,unknown
human,hsa_circ_0003141,hsa-UBAP2_0034,"circUBAP2(7,8,9,10,11,12).1",-,UBAP2,Hepatocellular carcinoma,Upregulated,32464601,unknown
human,hsa_circ_0086720,hsa-UBAP2_0052,"circUBAP2(4,5,6,7,8,9,10,11,12).1",-,UBAP2,Non-small cell lung cancer,Upregulated,32940043,unknown
human,hsa_circ_0001850,hsa-UBAP2_0001,"circUBAP2(7,8S,9,10).1",-,UBAP2,Proliferative diabetic retinopathy,Upregulated,31749049,unknown
human,hsa_circ_0001836,unknown,unknown,-,RFX3,Glioblastoma,Upregulated,33869006,unknown
human,Hsa_circ_0086996,unknown,unknown,+,RECK,Osteosarcoma,Upregulated&nbsp;,33053498,unknown
human,hsa_circ_0008133,hsa-CLTA_0002,"circCLTA(2,3).1",+,CLTA,Non-small cell lung cancer,Upregulated,31561126,unknown
human,hsa_circ_0001859/hsa_circ_001783,unknown,unknown,+,TCONS_l2_00028722,Rheumatoid arthritis,Upregulated,29577053,unknown
human,hsa_circ_0001859/hsa_circ_001783,unknown,unknown,+,EBLN3,Breast cancer,Upregulated,30670688,miR-200c-3p
human,hsa_circ_0001861,hsa-GRHPR_0002,"circGRHPR(2,3,4).1",+,GRHPR,Idiopathic pulmonary fibrosis,Downregulated,30272257,hsa_miR-650
human,hsa_circ_0087064,unknown,unknown,+,GRHPR,Breast cancer,Upregulated,30785332,unknown
human,hsa_circ_0004221,hsa-GLIS3_0005,"circGLIS3(5,6,7,8).1",-,GLIS3,Lung cancer,Upregulated,33520363,unknown
human,hsa_circ_0002874,hsa-GLIS3_0003,circGLIS3(2).1,-,GLIS3,Bladder cancer,Upregulated,33656636,unknown
human,hsa_circ_0002874,hsa-GLIS3_0003,circGLIS3(2).1,-,GLIS3,Breast cancer,Upregulated,28803498,unknown
human,hsa_circ_0007362,hsa-RCL1_0020,"circRCL1(L2,7,8).1",+,RCL1,Nonfunctioning pituitary adenomas,Upregulated,29909209,unknown
human,hsa_circ_0001839,hsa-KDM4C_0003,"circKDM4C(6,7,8).1",+,KDM4C,Breast cancer,Downregulated,31406252,unknown
human,hsa_circ_0138896,hsa-PGM5_0003,"circPGM5(7,8,9).1",+,PGM5,Breast cancer,Downregulated,30025927,unknown
human,chr9:74522734-74523039,unknown,unknown,unknown,unknown,Bladder cancer,Downregulated,29558461,unknown
human,hsa_circ_0087198,unknown,unknown,+,GDA,Pterygium,Downregulated,29949792,unknown
human,hsa_circ_0138960,hsa-GDA_0001,"circGDA(3,4,5).1",+,GDA,Gastric cancer,Upregulated,28980874,unknown
human,hsa_circ_0087207,unknown,unknown,-,ALDH1A1,Uterine leiomyoma,Downregulated,32976932,unknown
human,hsa_circ_0087206,unknown,unknown,-,ALDH1A1,Diabetes retinopathy,Upregulated,29288268,unknown
human,hsa_circ_0087212,unknown,unknown,+,ANXA1,Tongue squamous cell carcinoma,Downregulated,32319610,unknown
human,hsa_circ_0087215,unknown,unknown,+,ANXA1,Diabetes retinopathy,Upregulated,29288268,unknown
human,hsa_circ_0006459,hsa-GNAQ_0001,"circGNAQ(4,5).1",-,GNAQ,Dengue fever,Downregulated,31857645,unknown
human,chr9:80869752–80879232,hsa-CEP78_0002,"circCEP78(11,12,13).1",unknown,unknown,Acute ischemic stroke,Downregulated,31502677,unknown
human,hsa_circ_0087293,hsa-TLE4_0005,circTLE4(L7).1,+,SORE,Hepatocellular carcinoma,Upregulated,33361760,unknown
human,has_circ_0139142,unknown,unknown,+,NTRK2,Retinoblastoma,Downregulated,30917906,unknown
human,circ_UBQLN1,hsa-UBQLN1_0018,"circUBQLN1(7,8,9,10,S11).1",-,UBQLN1,Temporal Lobe Epilepsy,unknown,29428937,unknown
human,hsa_circ_0001866,hsa-UBQLN1_0014,"circUBQLN1(3,4,5).1",-,UBQLN1,Systemic lupus erythematosus,Downregulated,29360426,unknown
human,hsa_circ_0087377,hsa-NTRK2_0002,"circNTRK2(7,8,9,10,11,12).1",+,NTRK2,Breast cancer,Downregulated,30417652,unknown
human,hsa_circ_0087378,hsa-NTRK2_0001,"circNTRK2(10,L11,12).1",+,NTRK2,Esophageal cancer,Upregulated,32653032,unknown
human,hsa_circ_0087378,hsa-NTRK2_0001,"circNTRK2(10,L11,12).1",+,NTRK2,Breast cancer,Downregulated,30417652,unknown
human,hsa_circ_0001868,hsa-AGTPBP1_0009,"circAGTPBP1(14,15,16,17).1",-,AGTPBP1,Periventricular white matter damage,Upregulated,32247005,unknown
human,hsa_circ_0087391,hsa-AGTPBP1_0001,"circAGTPBP1(2,3,4,5,6,7,8).1",-,AGTPBP1,Colon cancer,Upregulated,31475771,unknown
human,hsa_circ_0087432,hsa-SPIN1_0006,"circSPIN1(2,4,5).1",+,SPIN1,Cervical cancer,Upregulated,29156822,unknown
human,hsa_circ_0001874/hsa_circ_001547,unknown,unknown,-,BICD2,Oral squamous cell carcinoma,Upregulated,29991057,unknown
human,hsa_circ_0008193,hsa-FAM120A_0002,"circFAM120A(2,3).1",+,FAM120A,Lung cancer,Downregulated,31700878,unknown
human,hsa_circ_0087537,hsa-FAM120A_0003,unknown,+,FAM120A,Facet joint osteoarthritis,Upregulated,29470979,unknown
human,hsa_circ_0005218,hsa-FAM120A_0003,"circFAM120A(2,3,4).1",+,FAM120A,Preeclampsia,Upregulated,27606420,unknown
human,hsa_circ_0001875,hsa-FAM120A_0006,"circFAM120A(2,3,4,5).1",+,FAM120A,Breast cancer,Upregulated,28484086,"hsa-miR-412-3p,hsa-miR-363-5p,hsa-miR-608,hsa-miR-564,hsa-miR-196b-3p"
human,hsa_circ_0003972,hsa-FAM120A_0007,"circFAM120A(3,4,5).1",+,FAM120A,Rheumatoid arthritis,Upregulated,32191279,unknown
human,hsa_circ_0139402,hsa-PTCH1_0001,"circPTCH1(13,14).1",-,PTCH1,Cholangiocarcinoma,Downregulated&nbsp;,33221765,unknown
human,hsa_circ_0087653,hsa-CTSV_0001,circCTSV(L6).1,-,CTSL2,Pterygium,Upregulated,29949792,unknown
human,hsa_circ_0089762,unknown,unknown,-,unknown,Chronic lymphocytic leukemia,Upregulated,32438315,unknown
human,hsa_circ_0001907,unknown,unknown,+,LOC100507412,Major depressive disorder,Upregulated,27404501,unknown
human,hsa_circ_0001910,hsa-WWC3_0004,circ(chrX).12,+,WWC3,Multiple myeloma,Downregulated,31948430,unknown
human,hsa_circ_0001910,hsa-WWC3_0004,circ(chrX).12,+,WWC3,Breast cancer,Downregulated,30810051,unknown
human,hsa_circ_0091382,hsa-DOCK11_0052,"circDOCK11(15,16,19).1",+,DOCK11,Hypopharyngeal carcinoma,Downregulated,30365065,unknown
human,circRNA120,hsa-LAMP2_0009,circLAMP2(L8).1,-,LAMP2,Esophageal cancer,Upregulated,29218114,unknown
human,hsa_circ_0001944,hsa-FIRRE_0001,circ(chrX).79,-,TCONS_l2_00030860,Bladder cancer,Upregulated,32928266,unknown
human,hsa_circ_0001944,hsa-FIRRE_0001,circ(chrX).79,-,TCONS_l2_00030860,Breast cancer,Upregulated,30810051,unknown
human,hsa_circ_0091570,hsa-MBNL3_0011,"circMBNL3(4,5,6,7,8).1",-,MBNL3,Hepatocellular carcinoma,Downregulated,31207319,unknown
human,hsa_circ_0091579,hsa-GPC3_0002,circGPC3(6L).1,-,GPC3,Hepatocellular carcinoma,Upregulated,30453307,"miR-96, miR-1271, miR-520c-3p, miR-219-5p"
human,hsa_circ_0091581,hsa-GPC3_0001,circGPC3(3).1,-,GPC3,Hepatocellular carcinoma,Upregulated,32116112,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Osteosarcoma,Upregulated,30425578,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Prostate cancer,Upregulated,30416748,unknown
